Date,Location,Latitude,Longitude,RainTomorrow,Forecast_RFC,FC_accuracy_RFC,Test_accuracy_RFC,Forecast_LR,FC_accuracy_LR,Test_accuracy_LR
2017-05-10,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-11,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-12,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-13,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-14,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-15,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-19,Bendigo,-36.757608,144.27957,1,1,0.92,0.87,1.0,0.91,0.86
2017-05-20,Bendigo,-36.757608,144.27957,0,1,0.92,0.87,0.0,0.91,0.86
2017-05-21,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-22,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-23,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,1.0,0.91,0.86
2017-05-24,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-25,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-26,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-27,Bendigo,-36.757608,144.27957,1,1,0.92,0.87,1.0,0.91,0.86
2017-05-28,Bendigo,-36.757608,144.27957,1,1,0.92,0.87,1.0,0.91,0.86
2017-05-29,Bendigo,-36.757608,144.27957,1,0,0.92,0.87,0.0,0.91,0.86
2017-05-30,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-05-31,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-01,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-02,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-03,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-04,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-05,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-06,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-07,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-08,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-09,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-10,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-11,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-12,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-13,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-14,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-15,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-16,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-17,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-18,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-19,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-20,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-21,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-22,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-23,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-24,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-06-25,Bendigo,-36.757608,144.27957,0,0,0.92,0.87,0.0,0.91,0.86
2017-01-01,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-02,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-01-03,Brisbane,-27.469309,153.026164,0,1,0.86,0.86,1.0,0.84,0.85
2017-01-04,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-05,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-06,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-01-07,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-08,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-09,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-10,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-11,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-12,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-13,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-14,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,1.0,0.84,0.85
2017-01-15,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-01-16,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-17,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-18,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-19,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-20,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-21,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-01-22,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-23,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-24,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-25,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-26,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-01-27,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-01-28,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-29,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-01,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-02,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-03,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-04,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-05,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-08,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-02-09,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-02-10,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-11,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-12,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-13,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,1.0,0.84,0.85
2017-02-14,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-15,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-16,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-17,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-18,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-02-19,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-02-20,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-21,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-22,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-23,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-24,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-25,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-26,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-27,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-02-28,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-01,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-02,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-03,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-04,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-03-05,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-06,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-07,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-08,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-09,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-10,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-11,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-12,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-13,Brisbane,-27.469309,153.026164,0,1,0.86,0.86,1.0,0.84,0.85
2017-03-14,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-03-15,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,1.0,0.84,0.85
2017-03-16,Brisbane,-27.469309,153.026164,0,1,0.86,0.86,1.0,0.84,0.85
2017-03-17,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-03-18,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-03-19,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,1.0,0.84,0.85
2017-03-20,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-03-21,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,0.0,0.84,0.85
2017-03-22,Brisbane,-27.469309,153.026164,0,1,0.86,0.86,1.0,0.84,0.85
2017-03-23,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-24,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-03-25,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-26,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-27,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-03-28,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-01,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-02,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-03,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-04,Brisbane,-27.469309,153.026164,0,1,0.86,0.86,1.0,0.84,0.85
2017-04-05,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-04-06,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-07,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-08,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-09,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-10,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-11,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-12,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-13,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-14,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-15,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-16,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-17,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-18,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,1.0,0.84,0.85
2017-04-19,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-20,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-23,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-24,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-25,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-26,Brisbane,-27.469309,153.026164,0,1,0.86,0.86,1.0,0.84,0.85
2017-04-27,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-28,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-29,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-04-30,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-01,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-02,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-03,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-04,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-05,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-06,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-07,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-08,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-05-09,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-10,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-05-11,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-12,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-13,Brisbane,-27.469309,153.026164,0,1,0.86,0.86,1.0,0.84,0.85
2017-05-14,Brisbane,-27.469309,153.026164,0,1,0.86,0.86,1.0,0.84,0.85
2017-05-15,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-16,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-17,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-18,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-05-19,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-05-20,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-21,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-22,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-23,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-24,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-25,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-26,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-27,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-28,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-29,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-30,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-05-31,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-01,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-02,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-03,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-04,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-05,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-06,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-07,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-08,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-09,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-10,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-06-11,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-06-12,Brisbane,-27.469309,153.026164,1,0,0.86,0.86,0.0,0.84,0.85
2017-06-13,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-06-14,Brisbane,-27.469309,153.026164,1,1,0.86,0.86,1.0,0.84,0.85
2017-06-15,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,1.0,0.84,0.85
2017-06-16,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-17,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-18,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-19,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-20,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-21,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-22,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-23,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-24,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-06-25,Brisbane,-27.469309,153.026164,0,0,0.86,0.86,0.0,0.84,0.85
2017-01-01,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-02,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-01-03,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-01-04,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-01-05,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-01-06,Cairns,-16.922929,145.775689,0,1,0.76,0.83,0.0,0.74,0.81
2017-01-07,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-01-08,Cairns,-16.922929,145.775689,1,0,0.76,0.83,0.0,0.74,0.81
2017-01-09,Cairns,-16.922929,145.775689,0,1,0.76,0.83,0.0,0.74,0.81
2017-01-10,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-01-11,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-01-12,Cairns,-16.922929,145.775689,1,0,0.76,0.83,0.0,0.74,0.81
2017-01-13,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-14,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-15,Cairns,-16.922929,145.775689,0,1,0.76,0.83,0.0,0.74,0.81
2017-01-16,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-01-17,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-01-18,Cairns,-16.922929,145.775689,0,1,0.76,0.83,0.0,0.74,0.81
2017-01-19,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-20,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-01-21,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-22,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-23,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-24,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-25,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-26,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-01-27,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-28,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-01-29,Cairns,-16.922929,145.775689,1,0,0.76,0.83,0.0,0.74,0.81
2017-01-30,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-01-31,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-01,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-02,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-03,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-04,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-05,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-06,Cairns,-16.922929,145.775689,1,1,0.76,0.83,0.0,0.74,0.81
2017-02-07,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-08,Cairns,-16.922929,145.775689,0,1,0.76,0.83,0.0,0.74,0.81
2017-02-09,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-10,Cairns,-16.922929,145.775689,1,0,0.76,0.83,0.0,0.74,0.81
2017-02-11,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-02-12,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-02-13,Cairns,-16.922929,145.775689,1,1,0.76,0.83,0.0,0.74,0.81
2017-02-14,Cairns,-16.922929,145.775689,1,1,0.76,0.83,0.0,0.74,0.81
2017-02-15,Cairns,-16.922929,145.775689,1,0,0.76,0.83,0.0,0.74,0.81
2017-02-16,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-17,Cairns,-16.922929,145.775689,1,0,0.76,0.83,0.0,0.74,0.81
2017-02-18,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-02-19,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-02-20,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-02-21,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-02-22,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-02-23,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-24,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-25,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-26,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-02-27,Cairns,-16.922929,145.775689,1,1,0.76,0.83,0.0,0.74,0.81
2017-02-28,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-03-01,Cairns,-16.922929,145.775689,0,1,0.76,0.83,0.0,0.74,0.81
2017-03-02,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-03-03,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-03-04,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-03-05,Cairns,-16.922929,145.775689,1,0,0.76,0.83,1.0,0.74,0.81
2017-03-06,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-03-07,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-03-08,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-03-09,Cairns,-16.922929,145.775689,1,1,0.76,0.83,0.0,0.74,0.81
2017-03-10,Cairns,-16.922929,145.775689,1,1,0.76,0.83,0.0,0.74,0.81
2017-03-11,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-03-12,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-03-13,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-03-14,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-03-15,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-03-16,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-03-17,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-03-18,Cairns,-16.922929,145.775689,0,1,0.76,0.83,1.0,0.74,0.81
2017-03-19,Cairns,-16.922929,145.775689,0,0,0.76,0.83,0.0,0.74,0.81
2017-03-20,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
2017-03-21,Cairns,-16.922929,145.775689,1,1,0.76,0.83,1.0,0.74,0.81
